title,author,binding,in_stock,category,product_url,price_idr,original_price_idr,discount_percent,isbn,publisher,publication_date,pages,language,weight,review_count
Never Thought I'd End Up Here,"Liang, Ann",Paperback,1,Children's Books,http://www.periplus.com/p/9780702340949/never-thought-i-d-end-up-here?path=1_14,225000.0,225000.0,0.0,9780702340949.0,Scholastic,05 June 2025,320.0,English UK / Other,0.22,0
Foodies,"Berg, Caro Van Den",Paperback,1,Children's Books,http://www.periplus.com/p/9781835555330/foodies?path=1_14,76000.0,95000.0,20.0,9781835555330.0,Gemini Books Group Ltd,26 June 2025,64.0,English UK / Other,0.31,0
Disney Moana Tattle Tales,-,Board Book,1,Children's Books,http://www.periplus.com/p/9782764370957/disney-moana-tattle-tales?path=1_14,175000.0,175000.0,0.0,9782764370957.0,Phidal Publishing,01 February 2025,0.0,English UK / Other,0.0,0
555 Sticker Fun Sharks,"Mayes, Susan",Paperback,1,Children's Books,http://www.periplus.com/p/9781835552650/555-sticker-fun-sharks?path=1_14,165000.0,165000.0,0.0,9781835552650.0,Gemini Books Group Ltd,09 October 2025,56.0,English UK / Other,0.29,0
"Bluey: Oooh, Shiny! A Bluey Flashlight Book Sound ...",PI Kids,Board Book,1,Children's Books,http://www.periplus.com/p/9798384600114/bluey-oooh-shiny-a-bluey-flashlight-book-sound-book?path=1_14,325000.0,325000.0,0.0,9798384600114.0,"Phoenix International Publications, Incorporated",06 May 2025,12.0,English,0.6,0
Bunny vs Monkey: The Impossible Pig (a Phoenix Comic...,"Smart, Jamie",Paperback,1,Children's Books,http://www.periplus.com/p/9781788453127/bunny-vs-monkey-the-impossible-pig-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14,265000.0,265000.0,0.0,9781788453127.0,David Fickling Books,04 July 2024,240.0,English UK / Other,0.43,0
Disney Pixar Cars: Ka-Chow! Sound Book,PI Kids,Board Book,1,Children's Books,http://www.periplus.com/p/9798384602729/disney-pixar-cars-ka-chow-sound-book?path=1_14,258000.0,258000.0,0.0,9798384602729.0,"Phoenix International Publications, Incorporated",07 April 2026,8.0,English,0.49,0
Where's the Spy?,"Cowan, Laura",Hardcover,1,Children's Books,http://www.periplus.com/p/9781805074519/where-s-the-spy?path=1_14,180000.0,180000.0,0.0,9781805074519.0,Usborne Publishing Ltd,10 April 2025,48.0,English UK / Other,0.51,0
Bluey: The Doctor,Bluey,Board Book,1,Children's Books,http://www.periplus.com/p/9780241722152/bluey-the-doctor?path=1_14,175000.0,175000.0,0.0,9780241722152.0,Penguin Random House Children's UK,02 January 2025,24.0,English UK / Other,0.35,0
Peekaboo Dinosaur,"Reid, Camilla (Editorial Director)",Board Book,1,Children's Books,http://www.periplus.com/p/9781839942655/peekaboo-dinosaur?path=1_14,180000.0,180000.0,0.0,9781839942655.0,Nosy Crow Ltd,11 April 2024,10.0,English UK / Other,0.29,0
Bluey: Where’s Bluey and Bingo?,Bluey,Paperback,1,Children's Books,http://www.periplus.com/p/9780241728802/bluey-where-s-bluey-and-bingo?path=1_14,205000.0,205000.0,0.0,9780241728802.0,Penguin Random House Children's UK,28 August 2025,32.0,English UK / Other,0.18,0
"Let's Go Home, Baby Shark",-,Board Book,1,Children's Books,http://www.periplus.com/p/9781839948404/let-s-go-home-baby-shark?path=1_14,180000.0,180000.0,0.0,9781839948404.0,Nosy Crow Ltd,03 August 2023,8.0,English UK / Other,0.37,0
Noisy Animal World,"Cox, Hettie (Junior Editor - Cat Bespoke",Board Book,1,Children's Books,http://www.periplus.com/p/9781838918590/noisy-animal-world?path=1_14,308000.0,308000.0,0.0,9781838918590.0,Little Tiger Press Group,07 August 2025,16.0,English UK / Other,0.49,0
Nothing Like the Movies,"Painter, Lynn",Paperback,1,Children's Books,http://www.periplus.com/p/9781398536425/nothing-like-the-movies?path=1_14,215000.0,215000.0,0.0,9781398536425.0,Simon & Schuster Ltd,01 October 2024,448.0,English UK / Other,0.32,0
Diary of a Wimpy Kid: Hot Mess (Book 19),"Kinney, Jeff",Paperback,1,Children's Books,http://www.periplus.com/p/9780241583180/diary-of-a-wimpy-kid-hot-mess-book-19?path=1_14,175000.0,175000.0,0.0,9780241583180.0,Penguin Random House Children's UK,15 January 2026,240.0,English UK / Other,0.18,0
Fearless,"Roberts, Lauren",Paperback,1,Children's Books,http://www.periplus.com/p/9781398551923/fearless?path=1_14,218000.0,218000.0,0.0,9781398551923.0,Simon & Schuster Ltd,29 January 2026,528.0,English UK / Other,0.38,0
Kaleidoscope Col Kawaii Kingdom,Hinkler Books,Paperback,1,Children's Books,http://www.periplus.com/p/9781488951213/kaleidoscope-col-kawaii-kingdom?path=1_14,225000.0,225000.0,0.0,9781488951213.0,Hinkler Books,-,0.0,English,0.5,0
Magnetic Dinosaur Island,"Graham, Oakley",Hardcover,1,Children's Books,http://www.periplus.com/p/9781787009370/magnetic-dinosaur-island?path=1_14,175000.0,175000.0,0.0,9781787009370.0,Gemini Books Group Ltd,15 August 2024,10.0,English UK / Other,0.4,0
Bluey: The Sign: A Graphic Novel,Penguin Young Readers Licenses,Hardcover,1,Children's Books,http://www.periplus.com/p/9798217143351/bluey-the-sign-a-graphic-novel?path=1_14,285000.0,285000.0,0.0,9798217143351.0,Penguin Young Readers Licenses,-,144.0,English,0.48,0
Britannica All New Children’s Encyclopedia – Updated...,Britannica Group,Hardcover,1,Children's Books,http://www.periplus.com/p/9781804661499/britannica-all-new-children-s-encyclopedia-updated-edition?path=1_14,686000.0,686000.0,0.0,9781804661499.0,What on Earth Publishing Ltd,04 September 2025,424.0,English UK / Other,1.58,0
Wonder,"Palacio, R. J.",Paperback,1,Children's Books,http://www.periplus.com/p/9780552565974/wonder?path=1_14,165000.0,165000.0,0.0,9780552565974.0,Penguin Random House Children's UK,03 January 2013,320.0,English UK / Other,0.27,20
How to Train Your Dragon,"Cowell, Cressida",Paperback,1,Children's Books,http://www.periplus.com/p/9780316587112/how-to-train-your-dragon?path=1_14,185000.0,185000.0,0.0,9780316587112.0,"Little, Brown Books for Young Readers",-,304.0,English,0.23,0
Pokemon: 1001 Stickers,Pokemon,Paperback,1,Children's Books,http://www.periplus.com/p/9780008552718/pokemon-1001-stickers?path=1_14,330000.0,330000.0,0.0,9780008552718.0,HarperCollins Publishers,30 March 2023,32.0,English UK / Other,0.26,1
Dork Diaries: Drama Queen,"Russell, Rachel Renee",Paperback,1,Children's Books,http://www.periplus.com/p/9781398527638/dork-diaries-drama-queen?path=1_14,208000.0,208000.0,0.0,9781398527638.0,Simon & Schuster Ltd,20 July 2023,352.0,English UK / Other,0.25,0
555 Sticker Fun - Cats & Dogs Activity Book,"Graham, Oakley",Paperback,1,Children's Books,http://www.periplus.com/p/9781801059275/555-sticker-fun-cats-and-dogs-activity-book?path=1_14,115000.0,115000.0,0.0,9781801059275.0,Gemini Books Group Ltd,01 June 2024,56.0,English UK / Other,0.27,0
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,1,Children's Books,http://www.periplus.com/p/9780063203877/warriors-graphic-novel-the-prophecies-begin-part-one-of-three?path=1_14,318000.0,318000.0,0.0,9780063203877.0,Harperalley,16 July 2024,272.0,English,0.57,0
Rowley Jefferson's Awesome Friendly Spooky Stories...,"Kinney, Jeff",Hardcover,1,Children's Books,http://www.periplus.com/p/9781419786020/rowley-jefferson-s-awesome-friendly-spooky-stories-deluxe-collector-s-edition-from-the-creator-of-diary-of-a-wimpy-kid?path=1_14,360000.0,360000.0,0.0,9781419786020.0,Harry N. Abrams,-,224.0,English,0.46,0
"Let's Go Home, Baby Tiger",-,Board Book,0,Children's Books,http://www.periplus.com/p/9781839947261/let-s-go-home-baby-tiger?path=1_14,210000.0,210000.0,0.0,9781839947261.0,Nosy Crow Ltd,02 March 2023,8.0,English UK / Other,0.43,0
The Wild Robot : A deluxe special edition of the beloved...,"Brown, Peter",Paperback,0,Children's Books,http://www.periplus.com/p/9781835874202/the-wild-robot-a-deluxe-special-edition-of-the-beloved-new-york-times-bestseller?path=1_14,180000.0,180000.0,0.0,9781835874202.0,Bonnier Books Ltd,30 October 2025,288.0,English UK / Other,0.25,0
Little Explorers: Let's Go! Airport,"Ltd., Dynamo",Board Book,1,Children's Books,http://www.periplus.com/p/9781800784970/little-explorers-let-s-go-airport?path=1_14,248000.0,248000.0,0.0,9781800784970.0,Templar Books,04 January 2024,16.0,English UK / Other,0.53,0
The Amazing Generation :,"Price, Catherine",Paperback,1,Children's Books,http://www.periplus.com/p/9780241806586/the-amazing-generation?path=1_14,245000.0,245000.0,0.0,9780241806586.0,Penguin Random House Children's UK,08 January 2026,240.0,English UK / Other,0.2,0
Numberblocks Number Explorer: A Big Board Book,Sweet Cherry Publishing,Board Book,1,Children's Books,http://www.periplus.com/p/9781802632545/numberblocks-number-explorer-a-big-board-book?path=1_14,345000.0,345000.0,0.0,9781802632545.0,Sweet Cherry Publishing,14 March 2024,20.0,English UK / Other,0.73,0
Cozy World Comfy Pet Cafe: Easy Colouring and Sticker...,"Ren, Kiku",Paperback,1,Children's Books,http://www.periplus.com/p/9781836161615/cozy-world-comfy-pet-cafe-easy-colouring-and-sticker-scene-for-teens-young-adults-and-adults?path=1_14,168000.0,168000.0,0.0,9781836161615.0,Gemini Books Group Ltd,27 November 2025,48.0,English UK / Other,0.29,0
Spider-Man: Fake Red,"Osawa, Yusuke",Paperback,1,Children's Books,http://www.periplus.com/p/9781974738786/spider-man-fake-red?path=1_14,298000.0,298000.0,0.0,9781974738786.0,Viz Media,13 June 2023,328.0,English,0.29,1
Howl's Moving Castle 40th Anniversary Deluxe Edition...,"Jones, Diana Wynne",Hardcover,1,Children's Books,http://www.periplus.com/p/9780008789473/howl-s-moving-castle-40th-anniversary-deluxe-edition?path=1_14,398000.0,398000.0,0.0,9780008789473.0,HarperCollins Publishers,09 September 2025,0.0,English,0.43,1
Will You Be My Friend?,"McBratney, Sam",Board Book,1,Children's Books,http://www.periplus.com/p/9781529514988/will-you-be-my-friend?path=1_14,175000.0,175000.0,0.0,9781529514988.0,Walker Books Ltd,04 January 2024,26.0,English UK / Other,0.31,0
Bunny vs Monkey: The Whopping World of Puzzles (a ...,"Smart, Jamie",Paperback,0,Children's Books,http://www.periplus.com/p/9781788453509/bunny-vs-monkey-the-whopping-world-of-puzzles-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14,183000.0,183000.0,0.0,9781788453509.0,David Fickling Books,27 March 2025,128.0,English UK / Other,0.12,1
From the World of Percy Jackson: The Court of the ...,"Oshiro, Mark",Paperback,1,Children's Books,http://www.periplus.com/p/9780241731413/from-the-world-of-percy-jackson-the-court-of-the-dead-the-nico-di-angelo-adventures?path=1_14,320000.0,320000.0,0.0,9780241731413.0,Penguin Random House Children's UK,23 September 2025,0.0,English,0.54,0
Hot Wheels: Sticker Book,Hot Wheels,Paperback,1,Children's Books,http://www.periplus.com/p/9780241738269/hot-wheels-sticker-book?path=1_14,165750.0,195000.0,15.0,9780241738269.0,Penguin Random House Children's UK,06 February 2025,32.0,English UK / Other,0.29,0
The New Famous Five: Five and the Smuggler's Code : ...,"Smith, Chris",Paperback,1,Children's Books,http://www.periplus.com/p/9781444978759/the-new-famous-five-five-and-the-smuggler-s-code-book-2?path=1_14,198000.0,198000.0,0.0,9781444978759.0,Hachette Children's Group,01 January 2026,224.0,English UK / Other,0.16,0
Dork Diaries 3.5 How to Dork Your Diary,"Russell, Rachel Renee",Paperback,1,Children's Books,http://www.periplus.com/p/9781398543881/dork-diaries-3-5-how-to-dork-your-diary?path=1_14,175000.0,175000.0,0.0,9781398543881.0,Simon & Schuster Ltd,28 August 2025,288.0,English UK / Other,0.21,3
Bunny vs Monkey: The Great Big Glitch (a Phoenix Comic...,"Smart, Jamie",Hardcover,1,Children's Books,http://www.periplus.com/p/9781788453080/bunny-vs-monkey-the-great-big-glitch-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14,345000.0,345000.0,0.0,9781788453080.0,David Fickling Books,10 October 2024,256.0,English UK / Other,0.58,1
Magical Unicorns Colouring,Igloo Books Ltd,Paperback,1,Children's Books,http://www.periplus.com/p/9781836500131/magical-unicorns-colouring?path=1_14,225000.0,225000.0,0.0,9781836500131.0,Bonnier Books Ltd,31 July 2025,64.0,English UK / Other,0.61,0
Fearless,"Roberts, Lauren",Hardcover,1,Children's Books,http://www.periplus.com/p/9781398531277/fearless?path=1_14,198000.0,360000.0,45.0,9781398531277.0,Simon & Schuster Ltd,08 April 2025,528.0,English UK / Other,0.7,4
Get Ready for School! (Ms. Rachel/Sesame Street),MS Rachel,Board Book,1,Children's Books,http://www.periplus.com/p/9798217118045/get-ready-for-school-ms-rachel-sesame-street?path=1_14,175000.0,175000.0,0.0,9798217118045.0,Random House Books for Young Readers,-,24.0,English,0.32,0
Pop-Up Peekaboo! Gabby's Dollhouse,DK,Board Book,1,Children's Books,http://www.periplus.com/p/9780241766835/pop-up-peekaboo-gabby-s-dollhouse?path=1_14,220000.0,220000.0,0.0,9780241766835.0,Dorling Kindersley Ltd,09 October 2025,12.0,English UK / Other,0.5,0
Diary of a Wimpy Kid: Cabin Fever (Book 6),"Kinney, Jeff",Paperback,1,Children's Books,http://www.periplus.com/p/9780241688229/diary-of-a-wimpy-kid-cabin-fever-book-6?path=1_14,180000.0,180000.0,0.0,9780241688229.0,Penguin Random House Children's UK,23 November 2023,240.0,English UK / Other,0.17,0
Ready Set Squish!,"Cox, Alexander",Board Book,0,Children's Books,http://www.periplus.com/p/9781805442165/ready-set-squish?path=1_14,262000.0,262000.0,0.0,9781805442165.0,Make Believe Ideas,01 February 2025,24.0,English UK / Other,0.47,0
Dork Diaries: Sister Showdown,"Russell, Rachel Renee",Paperback,1,Children's Books,http://www.periplus.com/p/9781398541269/dork-diaries-sister-showdown?path=1_14,178000.0,178000.0,0.0,9781398541269.0,Simon & Schuster UK,15 October 2024,0.0,English,0.19,0
5 Facts a Day Science,DK,Hardcover,1,Children's Books,http://www.periplus.com/p/9780241683187/5-facts-a-day-science?path=1_14,445000.0,445000.0,0.0,9780241683187.0,Dorling Kindersley Ltd,06 March 2025,272.0,English UK / Other,0.97,0
Noisy Farm,LITTLE TIGER PRESS,Board Book,1,Children's Books,http://www.periplus.com/p/9781848956995/noisy-farm?path=1_14,295000.0,295000.0,0.0,9781848956995.0,Little Tiger Press Group,02 September 2013,12.0,English UK / Other,0.53,0
GOAT: The Official Novelization,-,Paperback,1,Children's Books,http://www.periplus.com/p/9780241822968/goat-the-official-novelization?path=1_14,220000.0,220000.0,0.0,9780241822968.0,Penguin Random House Children's UK,08 January 2026,224.0,English UK / Other,0.16,0
How the King of Elfhame Learned to Hate Stories,"Black, Holly",Paperback,1,Children's Books,http://www.periplus.com/p/9781471421006/how-the-king-of-elfhame-learned-to-hate-stories?path=1_14,245000.0,245000.0,0.0,9781471421006.0,Hot Key Books,08 January 2026,192.0,English UK / Other,0.36,0
Children's Encyclopedia of the Solar System,"Martin, Claudia",Hardcover,1,Children's Books,http://www.periplus.com/p/9781398823303/children-s-encyclopedia-of-the-solar-system?path=1_14,250000.0,250000.0,0.0,9781398823303.0,Arcturus Publishing Ltd,01 September 2023,128.0,English UK / Other,0.81,0
The Hunger Games Deluxe :,"Collins, Suzanne",Paperback,1,Children's Books,http://www.periplus.com/p/9780702342387/the-hunger-games-deluxe?path=1_14,325000.0,325000.0,0.0,9780702342387.0,Scholastic,04 February 2025,384.0,English UK / Other,0.33,0
Nickelodeon PAW Patrol: PAWsome Vehicles Sound Book...,PI Kids,Board Book,1,Children's Books,http://www.periplus.com/p/9798384602712/nickelodeon-paw-patrol-pawsome-vehicles-sound-book?path=1_14,258000.0,258000.0,0.0,9798384602712.0,"Phoenix International Publications, Incorporated",17 March 2026,8.0,English,0.49,0
Peppa Pig: Where’s Peppa? Magical Adventures: A ...,Peppa Pig,Paperback,0,Children's Books,http://www.periplus.com/p/9780241721940/peppa-pig-where-s-peppa-magical-adventures-a-search-and-find-book?path=1_14,210000.0,210000.0,0.0,9780241721940.0,Penguin Random House Children's UK,10 April 2025,32.0,English UK / Other,0.19,0
Ms Rachel: Hide and Seek with Herbie,"Aron, Mr",Board Book,0,Children's Books,http://www.periplus.com/p/9780241766897/ms-rachel-hide-and-seek-with-herbie?path=1_14,210000.0,210000.0,0.0,9780241766897.0,Penguin Random House Children's UK,17 July 2025,16.0,English UK / Other,0.31,0
Lovelies,"Kikor, Tessa   Aaij, Studio",Paperback,1,Children's Books,http://www.periplus.com/p/9781835555323/lovelies?path=1_14,95000.0,95000.0,0.0,9781835555323.0,Gemini Books Group Ltd,26 June 2025,64.0,English UK / Other,0.31,0
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,1,Children's Books,http://www.periplus.com/p/9780063203907/warriors-graphic-novel-the-prophecies-begin-part-two-of-three?path=1_14,318000.0,318000.0,0.0,9780063203907.0,Harperalley,-,272.0,English,0.57,0
Two Twisted Crowns,"Gillig, Rachel",Paperback,1,Children's Books,http://www.periplus.com/p/9780356519500/two-twisted-crowns?path=1_14,258000.0,258000.0,0.0,9780356519500.0,"Little, Brown Book Group",19 October 2023,464.0,English UK / Other,0.32,1
Apple Sound Book Fsc Mix Bluey,Pi Kids,Hardcover,1,Children's Books,http://www.periplus.com/p/9798384600398/apple-sound-book-fsc-mix-bluey?path=1_14,315000.0,315000.0,0.0,9798384600398.0,Pi Kids,-,24.0,English,0.52,0
Unicorn Academy: Meet the Unicorn Riders: Sticker ...,"Academy, Unicorn",Paperback,0,Children's Books,http://www.periplus.com/p/9781805135685/unicorn-academy-meet-the-unicorn-riders-sticker-activity-book?path=1_14,157000.0,157000.0,0.0,9781805135685.0,Nosy Crow Ltd,31 July 2025,24.0,English UK / Other,0.2,0
Thomas All Engines Go Read & Doodle,Phidal Publishing Inc.,Paperback,1,Children's Books,http://www.periplus.com/p/9782764356739/thomas-all-engines-go-read-and-doodle?path=1_14,265000.0,265000.0,0.0,9782764356739.0,Phidal,01 October 2023,22.0,English,0.68,0
Jr Kaleidoscope Colouring Kit Sweet Treats,Hinkler Books,Paperback,1,Children's Books,http://www.periplus.com/p/9781488964305/jr-kaleidoscope-colouring-kit-sweet-treats?path=1_14,175000.0,175000.0,0.0,9781488964305.0,Hinkler Books,01 March 2025,0.0,English,0.42,0
